ASV silva_kingdom silva_phylum silva_class silva_order silva_family silva_genus silva_species_single silva_species_multiple rdp_kingdom rdp_phylum rdp_class rdp_order rdp_family rdp_genus rdp_species_single rdp_species_multiple decipher_domain decipher_phylum decipher_class decipher_order decipher_family decipher_genus decipher_species
ASV_16S_06961 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_06962 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_06963 Bacteria Planctomycetota Phycisphaerae Tepidisphaerales "WD2101 soil group" NA NA NA Bacteria candidate_division_WPS-1 NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_06964 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Sorangium NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales Polyangiaceae NA NA NA Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Sorangium NA
ASV_16S_06965 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae Fimbriiglobus NA NA NA NA NA NA NA NA NA
ASV_16S_06966 Bacteria Actinobacteriota Actinobacteria Catenulisporales Actinospicaceae Actinospica NA NA Bacteria Actinobacteria Actinobacteria Catenulisporales Actinospicaceae Actinospica NA NA Bacteria Actinobacteriota Actinobacteria NA NA NA NA
ASV_16S_06967 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_06968 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae Aquicella NA NA Bacteria Proteobacteria Gammaproteobacteria Legionellales Coxiellaceae Aquicella NA NA Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae Aquicella NA
ASV_16S_06969 Bacteria Acidobacteriota Acidobacteriae "Subgroup 2" NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp2 Gp2 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae "Subgroup 2" NA NA NA
ASV_16S_06970 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Pleomorphomonadaceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_16S_06971 Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Magnetospirillaceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Rhodospirillaceae Telmatospirillum NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Magnetospirillaceae Telmatospirillum NA
ASV_16S_06973 Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae "Candidatus Nostocoida" NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Isosphaeraceae Singulisphaera NA NA Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae NA NA
ASV_16S_06974 Bacteria Chloroflexi TK10 NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Chloroflexi TK10 NA NA NA NA
ASV_16S_06975 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_06976 Bacteria Proteobacteria Gammaproteobacteria Piscirickettsiales Piscirickettsiaceae "Candidatus Endoecteinascidia" NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_06977 Bacteria Proteobacteria Gammaproteobacteria I3A NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria Thiotrichales NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_16S_06978 Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella NA NA Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_16S_06979 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae Aquicella NA NA Bacteria Proteobacteria Gammaproteobacteria Legionellales Coxiellaceae Aquicella NA NA Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae Aquicella NA
ASV_16S_06980 Bacteria Patescibacteria Parcubacteria "Candidatus Campbellbacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_06981 Bacteria Planctomycetota Phycisphaerae Tepidisphaerales "WD2101 soil group" NA NA NA Bacteria candidate_division_WPS-1 NA NA NA NA NA NA Bacteria Planctomycetota Phycisphaerae Tepidisphaerales NA NA NA
ASV_16S_06982 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_06983 Bacteria Proteobacteria Alphaproteobacteria Azospirillales Azospirillaceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Azospirillaceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Azospirillales NA NA NA
ASV_16S_06984 Bacteria Bacteroidota Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales NA NA NA NA Bacteria Bacteroidota Bacteroidia NA NA NA NA
ASV_16S_06985 Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales NA NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_06986 Bacteria Verrucomicrobiota Kiritimatiellae WCHB1-41 NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Verrucomicrobiota Kiritimatiellae WCHB1-41 NA NA NA
ASV_16S_06987 Bacteria Planctomycetota "Pla4 lineage" NA NA NA NA NA Bacteria Planctomycetes NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_06988 Bacteria Patescibacteria Parcubacteria "Candidatus Colwellbacteria" NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_06989 Bacteria Bacteroidota Bacteroidia Sphingobacteriales NA NA NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales NA NA NA NA Bacteria Bacteroidota Bacteroidia NA NA NA NA
ASV_16S_06990 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae LD29 NA NA Bacteria Verrucomicrobia Spartobacteria NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae LD29 NA
ASV_16S_06991 Bacteria Patescibacteria Microgenomatia "Candidatus Shapirobacteria" NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Patescibacteria Microgenomatia "Candidatus Shapirobacteria" NA NA NA
ASV_16S_06992 Bacteria WS4 NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_06993 Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae Geothrix NA NA Bacteria Acidobacteria Holophagae Holophagales Holophagaceae Geothrix NA NA Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae Geothrix NA
ASV_16S_06994 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA NA Bacteria Proteobacteria Betaproteobacteria Burkholderiales NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA
ASV_16S_06995 Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_06996 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Heliimonas NA NA Bacteria Bacteroidetes Chitinophagia Chitinophagales Chitinophagaceae Heliimonas NA NA Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_16S_06997 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_06998 Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA
ASV_16S_06999 Bacteria Firmicutes Clostridia Clostridiales Caloramatoraceae Fonticella NA NA Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae_1 NA NA NA Bacteria Firmicutes Clostridia Clostridiales Caloramatoraceae Fonticella NA
ASV_16S_07000 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Chthoniobacter NA NA Bacteria Verrucomicrobia NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07001 Bacteria Firmicutes Bacilli Paenibacillales Paenibacillaceae Paenibacillus NA NA Bacteria Firmicutes Bacilli Bacillales Paenibacillaceae_1 Paenibacillus NA NA Bacteria Firmicutes NA NA NA NA NA
ASV_16S_07002 Bacteria Myxococcota Polyangia mle1-27 NA NA NA NA Bacteria Proteobacteria Deltaproteobacteria NA NA NA NA NA Bacteria Myxococcota Polyangia mle1-27 NA NA NA
ASV_16S_07003 Bacteria Planctomycetota NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07004 Bacteria Abditibacteriota Abditibacteria Abditibacteriales Abditibacteriaceae Abditibacterium NA NA Bacteria Abditibacteriota Abditibacteria Abditibacteriales Abditibacteriaceae Abditibacterium NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07005 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA NA Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA NA Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_16S_07006 Bacteria Patescibacteria NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07007 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae Ellin6067 NA NA Bacteria Proteobacteria Betaproteobacteria Nitrosomonadales Thiobacillaceae Sulfuritortus NA NA Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae Ellin6067 NA
ASV_16S_07008 Bacteria Firmicutes Clostridia Oscillospirales Ruminococcaceae "Incertae Sedis" NA NA Bacteria Firmicutes Clostridia Clostridiales Ruminococcaceae Caproiciproducens NA NA Bacteria Firmicutes Clostridia NA NA NA NA
ASV_16S_07009 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae NA NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales Polyangiaceae NA NA NA Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae NA NA
ASV_16S_07010 Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella NA NA Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella NA NA Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella NA
ASV_16S_07011 Bacteria Actinobacteriota Coriobacteriia Coriobacteriales "Coriobacteriales Incertae Sedis" NA NA NA Bacteria Actinobacteria Coriobacteriia Eggerthellales Eggerthellaceae Raoultibacter NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07012 Bacteria Patescibacteria Berkelbacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Patescibacteria Berkelbacteria NA NA NA NA
ASV_16S_07014 Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA
ASV_16S_07015 Bacteria Proteobacteria Alphaproteobacteria Elsterales Elsteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales NA NA NA NA Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_16S_07016 Bacteria Myxococcota Myxococcia Myxococcales Myxococcaceae KD3-10 NA NA Bacteria Proteobacteria NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07017 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter NA NA Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter NA NA Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter NA
ASV_16S_07018 Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Parachlamydiaceae "Candidatus Protochlamydia" NA NA Bacteria Chlamydiae Chlamydiia Chlamydiales NA NA NA NA Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Parachlamydiaceae NA NA
ASV_16S_07019 Bacteria "SAR324 clade(Marine group B)" NA NA NA NA NA NA Bacteria Proteobacteria Deltaproteobacteria NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07020 Bacteria Chloroflexi Ktedonobacteria Ktedonobacterales Ktedonobacteraceae NA NA NA Bacteria Chloroflexi Ktedonobacteria Ktedonobacterales Dictyobacteraceae Dictyobacter NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07021 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07022 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae 1174-901-12 NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_16S_07023 Bacteria Bacteroidota Bacteroidia NA NA NA NA NA Bacteria Bacteroidetes NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07024 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae ADurb.Bin063-1 NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae ADurb.Bin063-1 NA
ASV_16S_07025 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07026 Bacteria Verrucomicrobiota Verrucomicrobiae Verrucomicrobiales Verrucomicrobiaceae NA NA NA Bacteria Verrucomicrobia NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07027 Bacteria Armatimonadota Armatimonadia Armatimonadales NA NA NA NA Bacteria Armatimonadetes Armatimonadia Armatimonadales Armatimonadaceae Armatimonas/Armatimonadetes_gp1 NA NA NA NA NA NA NA NA NA
ASV_16S_07028 Bacteria Caldatribacteriota JS1 NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Caldatribacteriota JS1 NA NA NA NA
ASV_16S_07029 Bacteria Bacteroidota Bacteroidia Sphingobacteriales NA NA NA NA Bacteria Bacteroidetes Flavobacteriia Flavobacteriales NA NA NA NA Bacteria Bacteroidota Bacteroidia NA NA NA NA
ASV_16S_07030 Bacteria Chloroflexi JG30-KF-CM66 NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Chloroflexi JG30-KF-CM66 NA NA NA NA
ASV_16S_07031 Bacteria Planctomycetota Phycisphaerae Tepidisphaerales "WD2101 soil group" NA NA NA Bacteria candidate_division_WPS-1 NA NA NA NA NA NA Bacteria Planctomycetota Phycisphaerae NA NA NA NA
ASV_16S_07032 Bacteria Sva0485 NA NA NA NA NA NA Bacteria Proteobacteria Deltaproteobacteria NA NA NA NA NA Bacteria Sva0485 NA NA NA NA NA
ASV_16S_07033 Bacteria Desulfobacterota Desulfomonilia Desulfomonilales Desulfomonilaceae Desulfomonile NA NA Bacteria Proteobacteria Deltaproteobacteria Syntrophobacterales Syntrophaceae Desulfomonile NA NA Bacteria Desulfobacterota Desulfomonilia Desulfomonilales Desulfomonilaceae Desulfomonile NA
ASV_16S_07034 Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae NA NA NA Bacteria Planctomycetes Planctomycetacia Pirellulales Thermoguttaceae Thermostilla NA NA Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae NA NA
ASV_16S_07035 Bacteria WS1 NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria WS1 NA NA NA NA NA
ASV_16S_07036 Bacteria Patescibacteria Parcubacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07037 Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA NA Bacteria Acidobacteria Acidobacteria_Gp3 Gp3 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA
ASV_16S_07038 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae Ellin516 NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae Ellin516 NA
ASV_16S_07039 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07041 Bacteria Proteobacteria Alphaproteobacteria Azospirillales Inquilinaceae Inquilinus NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales NA NA NA NA Bacteria Proteobacteria Alphaproteobacteria Azospirillales Inquilinaceae Inquilinus NA
ASV_16S_07042 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA NA Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA gracilis/ximonensis Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_16S_07044 Bacteria Patescibacteria Parcubacteria "Candidatus Moranbacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07045 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Sutterellaceae NA NA NA Bacteria Proteobacteria Betaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA
ASV_16S_07046 Bacteria Chloroflexi Dehalococcoidia RBG-13-46-9 NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Chloroflexi Dehalococcoidia NA NA NA NA
ASV_16S_07047 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae NA NA NA NA NA NA NA NA NA NA
ASV_16S_07048 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae Fimbriiglobus NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae Fimbriiglobus NA NA Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae Fimbriiglobus NA
ASV_16S_07049 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae NA NA NA NA NA NA NA NA NA NA
ASV_16S_07050 Bacteria Verrucomicrobiota Kiritimatiellae WCHB1-41 NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07051 Bacteria Patescibacteria ABY1 "Candidatus Falkowbacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA Bacteria Patescibacteria ABY1 "Candidatus Falkowbacteria" NA NA NA
ASV_16S_07052 Bacteria Cyanobacteria Vampirivibrionia Obscuribacterales Obscuribacteraceae NA NA NA Bacteria Firmicutes NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07053 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07054 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae Gemmata NA NA NA NA NA NA NA NA NA
ASV_16S_07055 Bacteria Patescibacteria Parcubacteria "Candidatus Kaiserbacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA Bacteria Patescibacteria NA NA NA NA NA
ASV_16S_07056 Bacteria Myxococcota Myxococcia Myxococcales Anaeromyxobacteraceae Anaeromyxobacter NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales NA NA NA NA Bacteria Myxococcota Myxococcia Myxococcales Anaeromyxobacteraceae Anaeromyxobacter NA
ASV_16S_07058 Bacteria Acidobacteriota Vicinamibacteria Vicinamibacterales NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp6 Gp6 NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07059 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae NA NA NA NA NA NA NA NA NA NA
ASV_16S_07060 Bacteria Desulfobacterota Syntrophia Syntrophales NA NA NA NA Bacteria Proteobacteria Deltaproteobacteria Syntrophobacterales Syntrophaceae NA NA NA Bacteria Desulfobacterota Syntrophia Syntrophales NA NA NA
ASV_16S_07061 Bacteria Patescibacteria Parcubacteria "Candidatus Jorgensenbacteria" NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07062 Bacteria Dependentiae Babeliae Babeliales NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07063 Bacteria Bacteroidota Bacteroidia Sphingobacteriales NA NA NA NA Bacteria Bacteroidetes NA NA NA NA NA NA Bacteria Bacteroidota Bacteroidia NA NA NA NA
ASV_16S_07064 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Edaphobaculum NA NA Bacteria Bacteroidetes Chitinophagia Chitinophagales Chitinophagaceae NA NA NA Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_16S_07065 Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella NA NA Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella NA NA Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella NA
ASV_16S_07066 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07067 Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella NA NA Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella NA NA Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella NA
ASV_16S_07068 Bacteria Cyanobacteria Vampirivibrionia Obscuribacterales Obscuribacteraceae NA NA NA Bacteria Proteobacteria Deltaproteobacteria Bdellovibrionales Bdellovibrionaceae Vampirovibrio NA NA Bacteria Cyanobacteria Vampirivibrionia Obscuribacterales Obscuribacteraceae "Candidatus Obscuribacter" NA
ASV_16S_07069 Bacteria Campylobacterota Campylobacteria Campylobacterales Sulfurospirillaceae Sulfurospirillum NA NA Bacteria Campilobacterota Campylobacteria Campylobacterales Sulfurospirillaceae Sulfurospirillum NA NA Bacteria Campilobacterota Campylobacteria Campylobacterales Sulfurospirillaceae Sulfurospirillum NA
ASV_16S_07070 Bacteria Patescibacteria Saccharimonadia Saccharimonadales NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07071 Bacteria Elusimicrobiota Elusimicrobia "Lineage IV" NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Elusimicrobiota Elusimicrobia "Lineage IV" NA NA NA
ASV_16S_07072 Bacteria Bacteroidota Bacteroidia NA NA NA NA NA Bacteria Bacteroidetes Chitinophagia Chitinophagales Chitinophagaceae NA NA NA Bacteria Bacteroidota Bacteroidia NA NA NA NA
ASV_16S_07073 Bacteria Verrucomicrobiota Verrucomicrobiae "S-BQ2-57 soil group" NA NA NA NA Bacteria Verrucomicrobia NA NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae NA NA NA NA
ASV_16S_07074 Bacteria Cyanobacteria Vampirivibrionia Obscuribacterales Obscuribacteraceae NA NA NA Bacteria Firmicutes NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07075 Bacteria Bacteroidota Bacteroidia NA NA NA NA NA Bacteria Bacteroidetes NA NA NA NA NA NA Bacteria Bacteroidota Bacteroidia NA NA NA NA
ASV_16S_07076 Bacteria Fibrobacterota Fibrobacteria Fibrobacterales Fibrobacteraceae NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07077 Bacteria Patescibacteria ABY1 "Candidatus Magasanikbacteria" NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07078 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_16S_07079 Bacteria Acidobacteriota Acidobacteriae "Subgroup 2" NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp2 Gp2 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae "Subgroup 2" NA NA NA
ASV_16S_07080 Bacteria Firmicutes Bacilli Bacillales Planococcaceae Paenisporosarcina NA NA Bacteria Firmicutes Bacilli Bacillales Planococcaceae Sporosarcina NA NA Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_16S_07081 Bacteria Actinobacteriota Actinobacteria Micrococcales Micrococcaceae Pseudarthrobacter NA NA Bacteria Actinobacteria Actinobacteria Micrococcales Micrococcaceae Pseudarthrobacter NA NA Bacteria Actinobacteriota Actinobacteria Micrococcales Micrococcaceae NA NA
ASV_16S_07082 Bacteria Armatimonadota NA NA NA NA NA NA Bacteria Actinobacteria NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07083 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07084 Bacteria Chloroflexi NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07085 Bacteria Dependentiae Babeliae Babeliales Vermiphilaceae NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Dependentiae Babeliae Babeliales Vermiphilaceae NA NA
ASV_16S_07086 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07087 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
